ds,y
2013-03-23,5188170.0
2013-03-24,50392.0
2013-03-25,638897.0
2013-03-26,627617.0
2013-03-27,592017.0
2013-03-28,616007.0
2013-03-29,0.0
2013-03-30,6785614.0
2013-03-31,58450.0
2013-04-01,0.0
2013-04-02,383356.0
2013-04-03,486626.0
2013-04-04,487656.0
2013-04-05,495807.0
2013-04-06,5228429.0
2013-04-07,42938.0
2013-04-08,7015071.0
2013-04-09,6261576.0
2013-04-10,6410545.0
2013-04-11,6299820.0
2013-04-12,6682590.0
2013-04-13,5041170.0
2013-04-14,42460.0
2013-04-15,4806086.0
2013-04-16,4788782.0
2013-04-17,4741083.0
2013-04-18,4879121.0
2013-04-19,5405029.0
2013-04-20,5040841.0
2013-04-21,44369.0
2013-04-22,7482094.0
2013-04-23,6562780.0
2013-04-24,5897810.0
2013-04-25,5912035.0
2013-04-26,6368040.0
2013-04-27,5350195.0
2013-04-28,51578.0
2013-04-29,7718045.0
2013-04-30,7499522.0
2013-05-01,44600.0
2013-05-02,7245936.0
2013-05-03,6943246.0
2013-05-04,5398017.0
2013-05-05,55714.0
2013-05-06,5561163.0
2013-05-07,5468661.0
2013-05-08,6110345.0
2013-05-09,40080.0
2013-05-10,4389423.0
2013-05-11,5556134.0
2013-05-12,53080.0
2013-05-13,7235647.0
2013-05-14,6638308.0
2013-05-15,6088583.0
2013-05-16,6228273.0
2013-05-17,6513618.0
2013-05-18,5328319.0
2013-05-19,47279.0
2013-05-20,43411.0
2013-05-21,1864045.0
2013-05-22,3672641.0
2013-05-23,4026318.0
2013-05-24,4257084.0
2013-05-25,4976862.0
2013-05-26,48962.0
2013-05-27,5883434.0
2013-05-28,5252438.0
2013-05-29,5603453.0
2013-05-30,2387506.0
2013-05-31,5800184.0
2013-06-01,5665171.0
2013-06-02,36329.0
2013-06-03,7750022.0
2013-06-04,6844792.0
2013-06-05,6287578.0
2013-06-06,6231264.0
2013-06-07,6531034.0
2013-06-08,5074981.0
2013-06-09,53435.0
2013-06-10,5569719.0
2013-06-11,5200772.0
2013-06-12,5058411.0
2013-06-13,5070940.0
2013-06-14,5751597.0
2013-06-15,5181801.0
2013-06-16,53742.0
2013-06-17,7568796.0
2013-06-18,6543658.0
2013-06-19,5510533.0
2013-06-20,5466320.0
2013-06-21,6157530.0
2013-06-22,5221323.0
2013-06-23,49463.0
2013-06-24,4274696.0
2013-06-25,3963431.0
2013-06-26,4023672.0
2013-06-27,4149385.0
2013-06-28,4899121.0
2013-06-29,5772163.0
2013-06-30,42402.0
2013-07-01,5956189.0
2013-07-02,5478304.0
2013-07-03,5414530.0
2013-07-04,5383082.0
2013-07-05,5388733.0
2013-07-06,4359478.0
2013-07-07,41395.0
2013-07-08,3505638.0
2013-07-09,3279748.0
2013-07-10,3380397.0
2013-07-11,3499220.0
2013-07-12,3642143.0
2013-07-13,4418212.0
2013-07-14,47443.0
2013-07-15,4040273.0
2013-07-16,3731574.0
2013-07-17,3547841.0
2013-07-18,3454519.0
2013-07-19,3560164.0
2013-07-20,4435288.0
2013-07-21,40821.0
2013-07-22,1248432.0
2013-07-23,1169009.0
2013-07-24,1208597.0
2013-07-25,874369.0
2013-07-26,927666.0
2013-07-27,4091261.0
2013-07-28,52301.0
2013-07-29,1362888.0
2013-07-30,1330418.0
2013-07-31,0.0
2013-08-01,150909.0
2013-08-02,168056.0
2013-08-03,4639427.0
2013-08-04,47002.0
2013-08-05,1278892.0
2013-08-06,1224588.0
2013-08-07,1220017.0
2013-08-08,1299761.0
2013-08-09,1298078.0
2013-08-10,4432913.0
2013-08-11,53493.0
2013-08-12,1577789.0
2013-08-13,1558318.0
2013-08-14,1513266.0
2013-08-15,1443233.0
2013-08-16,1476252.0
2013-08-17,4709791.0
2013-08-18,63179.0
2013-08-19,2042384.0
2013-08-20,1847889.0
2013-08-21,1770716.0
2013-08-22,1793115.0
2013-08-23,1895839.0
2013-08-24,4607034.0
2013-08-25,55649.0
2013-08-26,3411202.0
2013-08-27,3075902.0
2013-08-28,2932577.0
2013-08-29,3282112.0
2013-08-30,3665375.0
2013-08-31,5381173.0
2013-09-01,57656.0
2013-09-02,2776585.0
2013-09-03,2607939.0
2013-09-04,3952263.0
2013-09-05,3847034.0
2013-09-06,4061209.0
2013-09-07,4962083.0
2013-09-08,59798.0
2013-09-09,6636566.0
2013-09-10,5993242.0
2013-09-11,5559233.0
2013-09-12,6567450.0
2013-09-13,6784324.0
2013-09-14,4964388.0
2013-09-15,54092.0
2013-09-16,5146934.0
2013-09-17,4911169.0
2013-09-18,4650010.0
2013-09-19,4928738.0
2013-09-20,5157108.0
2013-09-21,4849045.0
2013-09-22,56469.0
2013-09-23,7489734.0
2013-09-24,6573922.0
2013-09-25,6161912.0
2013-09-26,6263528.0
2013-09-27,6796757.0
2013-09-28,5273676.0
2013-09-29,46615.0
2013-09-30,5648222.0
2013-10-01,4865600.0
2013-10-02,5247372.0
2013-10-03,48068.0
2013-10-04,4882609.0
2013-10-05,5066098.0
2013-10-06,65387.0
2013-10-07,6031169.0
2013-10-08,5415748.0
2013-10-09,5005930.0
2013-10-10,4836148.0
2013-10-11,5089622.0
2013-10-12,5147005.0
2013-10-13,45894.0
2013-10-14,4176410.0
2013-10-15,3788608.0
2013-10-16,3857870.0
2013-10-17,3820441.0
2013-10-18,4087245.0
2013-10-19,4399552.0
2013-10-20,49455.0
2013-10-21,3675431.0
2013-10-22,3126337.0
2013-10-23,3062860.0
2013-10-24,2988663.0
2013-10-25,3147825.0
2013-10-26,4846332.0
2013-10-27,44975.0
2013-10-28,1979182.0
2013-10-29,2095219.0
2013-10-30,2319846.0
2013-10-31,2624280.0
2013-11-01,2307201.0
2013-11-02,5997375.0
2013-11-03,36023.0
2013-11-04,7977527.0
2013-11-05,7313465.0
2013-11-06,6765263.0
2013-11-07,6620183.0
2013-11-08,6893388.0
2013-11-09,5508761.0
2013-11-10,24775.0
2013-11-11,5397336.0
2013-11-12,5087710.0
2013-11-13,5154648.0
2013-11-14,5208117.0
2013-11-15,5674749.0
2013-11-16,5527700.0
2013-11-17,34093.0
2013-11-18,7919517.0
2013-11-19,7101643.0
2013-11-20,6275336.0
2013-11-21,6612329.0
2013-11-22,6741851.0
2013-11-23,5523762.0
2013-11-24,41035.0
2013-11-25,5974012.0
2013-11-26,5591119.0
2013-11-27,5680677.0
2013-11-28,6014676.0
2013-11-29,6985705.0
2013-11-30,6641642.0
2013-12-01,18219.0
2013-12-02,7616688.0
2013-12-03,7743558.0
2013-12-04,7711689.0
2013-12-05,7813433.0
2013-12-06,6955528.0
2013-12-07,5809762.0
2013-12-08,35938.0
2013-12-09,6153388.0
2013-12-10,6008806.0
2013-12-11,5949673.0
2013-12-12,6106874.0
2013-12-13,6404958.0
2013-12-14,6126457.0
2013-12-15,28181.0
2013-12-16,5937281.0
2013-12-17,7539882.0
2013-12-18,7714557.0
2013-12-19,7559961.0
2013-12-20,7382882.0
2013-12-21,6937902.0
2013-12-22,58811.0
2013-12-23,0.0
2013-12-24,0.0
2013-12-25,0.0
2013-12-26,0.0
2013-12-27,0.0
2013-12-28,4822284.0
2013-12-29,57156.0
2013-12-30,0.0
2013-12-31,0.0
2014-01-01,0.0
2014-01-02,0.0
2014-01-03,0.0
2014-01-04,4814774.0
2014-01-05,50045.0
2014-01-06,1699708.0
2014-01-07,4586403.0
2014-01-08,6383251.0
2014-01-09,6068529.0
2014-01-10,6369071.0
2014-01-11,5352755.0
2014-01-12,42861.0
2014-01-13,5182616.0
2014-01-14,4951920.0
2014-01-15,4987240.0
2014-01-16,4947263.0
2014-01-17,5434628.0
2014-01-18,5325487.0
2014-01-19,29887.0
2014-01-20,7991528.0
2014-01-21,7064871.0
2014-01-22,6684095.0
2014-01-23,6416358.0
2014-01-24,6648477.0
2014-01-25,5136829.0
2014-01-26,38720.0
2014-01-27,4912376.0
2014-01-28,4990344.0
2014-01-29,5049092.0
2014-01-30,5272274.0
2014-01-31,6409897.0
2014-02-01,5791559.0
2014-02-02,35431.0
2014-02-03,6955550.0
2014-02-04,6655694.0
2014-02-05,6082711.0
2014-02-06,5920174.0
2014-02-07,5897797.0
2014-02-08,5490137.0
2014-02-09,32877.0
2014-02-10,5217900.0
2014-02-11,4927174.0
2014-02-12,4957106.0
2014-02-13,5248110.0
2014-02-14,5907250.0
2014-02-15,5388914.0
2014-02-16,33853.0
2014-02-17,7245321.0
2014-02-18,6389887.0
2014-02-19,5993750.0
2014-02-20,5840801.0
2014-02-21,6016367.0
2014-02-22,5242575.0
2014-02-23,33784.0
2014-02-24,4807616.0
2014-02-25,4613714.0
2014-02-26,4831866.0
2014-02-27,4828020.0
2014-02-28,6162043.0
2014-03-01,5874404.0
2014-03-02,34353.0
2014-03-03,5604115.0
2014-03-04,5921286.0
2014-03-05,5777505.0
2014-03-06,5623662.0
2014-03-07,5661863.0
2014-03-08,5150163.0
2014-03-09,31431.0
2014-03-10,5075113.0
2014-03-11,4909023.0
2014-03-12,4846017.0
2014-03-13,4904670.0
2014-03-14,5325729.0
2014-03-15,5391989.0
2014-03-16,43054.0
2014-03-17,7900394.0
2014-03-18,6986837.0
2014-03-19,6562266.0
2014-03-20,5997180.0
2014-03-21,6466094.0
2014-03-22,5287220.0
2014-03-23,45864.0
2014-03-24,5483921.0
2014-03-25,5072539.0
2014-03-26,5030249.0
2014-03-27,5139898.0
2014-03-28,5743616.0
2014-03-29,5315756.0
2014-03-30,41042.0
2014-03-31,7604242.0
2014-04-01,7200882.0
2014-04-02,6795957.0
2014-04-03,6606008.0
2014-04-04,6950773.0
2014-04-05,5395311.0
2014-04-06,45205.0
2014-04-07,5409882.0
2014-04-08,5177670.0
2014-04-09,5308592.0
2014-04-10,5363999.0
2014-04-11,5689780.0
2014-04-12,5293783.0
2014-04-13,42178.0
2014-04-14,1553573.0
2014-04-15,1602397.0
2014-04-16,852220.0
2014-04-17,826622.0
2014-04-18,0.0
2014-04-19,5592383.0
2014-04-20,46720.0
2014-04-21,0.0
2014-04-22,372429.0
2014-04-23,462116.0
2014-04-24,468715.0
2014-04-25,461856.0
2014-04-26,5148607.0
2014-04-27,50606.0
2014-04-28,6966297.0
2014-04-29,6577591.0
2014-04-30,6845893.0
2014-05-01,47076.0
2014-05-02,5876988.0
2014-05-03,5718681.0
2014-05-04,58337.0
2014-05-05,7958422.0
2014-05-06,7350128.0
2014-05-07,6964983.0
2014-05-08,6951840.0
2014-05-09,7128661.0
2014-05-10,5766088.0
2014-05-11,40046.0
2014-05-12,5390538.0
2014-05-13,5212297.0
2014-05-14,5222868.0
2014-05-15,5315465.0
2014-05-16,5518308.0
2014-05-17,5179215.0
2014-05-18,49933.0
2014-05-19,7815150.0
2014-05-20,6753664.0
2014-05-21,6419339.0
2014-05-22,6287119.0
2014-05-23,6792082.0
2014-05-24,5207675.0
2014-05-25,50826.0
2014-05-26,5437649.0
2014-05-27,5307918.0
2014-05-28,6679698.0
2014-05-29,38865.0
2014-05-30,4787598.0
2014-05-31,5705009.0
2014-06-01,38879.0
2014-06-02,7600422.0
2014-06-03,7200697.0
2014-06-04,6888495.0
2014-06-05,6901744.0
2014-06-06,6881611.0
2014-06-07,5629530.0
2014-06-08,30762.0
2014-06-09,41903.0
2014-06-10,2878401.0
2014-06-11,4375892.0
2014-06-12,4507663.0
2014-06-13,4585862.0
2014-06-14,5552789.0
2014-06-15,50747.0
2014-06-16,6153841.0
2014-06-17,5731484.0
2014-06-18,5620912.0
2014-06-19,2335851.0
2014-06-20,5648886.0
2014-06-21,5217818.0
2014-06-22,48545.0
2014-06-23,5534218.0
2014-06-24,5093628.0
2014-06-25,5143141.0
2014-06-26,4975448.0
2014-06-27,5802639.0
2014-06-28,5642768.0
2014-06-29,54666.0
2014-06-30,7217814.0
2014-07-01,6223564.0
2014-07-02,6021340.0
2014-07-03,5736322.0
2014-07-04,5410442.0
2014-07-05,4503856.0
2014-07-06,38619.0
2014-07-07,3203150.0
2014-07-08,2935799.0
2014-07-09,2334269.0
2014-07-10,2436161.0
2014-07-11,2525527.0
2014-07-12,4451811.0
2014-07-13,43069.0
2014-07-14,2872725.0
2014-07-15,2656555.0
2014-07-16,2522434.0
2014-07-17,2400739.0
2014-07-18,2388376.0
2014-07-19,4022243.0
2014-07-20,37091.0
2014-07-21,1311736.0
2014-07-22,1203226.0
2014-07-23,1193127.0
2014-07-24,1216737.0
2014-07-25,1285929.0
2014-07-26,4123662.0
2014-07-27,43384.0
2014-07-28,716833.0
2014-07-29,673929.0
2014-07-30,660637.0
2014-07-31,818075.0
2014-08-01,0.0
2014-08-02,3656327.0
2014-08-03,42392.0
2014-08-04,0.0
2014-08-05,0.0
2014-08-06,0.0
2014-08-07,0.0
2014-08-08,0.0
2014-08-09,3458902.0
2014-08-10,47436.0
2014-08-11,0.0
2014-08-12,0.0
2014-08-13,0.0
2014-08-14,0.0
2014-08-15,0.0
2014-08-16,3511276.0
2014-08-17,49137.0
2014-08-18,0.0
2014-08-19,0.0
2014-08-20,1958921.0
2014-08-21,1952548.0
2014-08-22,1977958.0
2014-08-23,3492557.0
2014-08-24,48039.0
2014-08-25,2799819.0
2014-08-26,2447976.0
2014-08-27,2531510.0
2014-08-28,2666259.0
2014-08-29,3177960.0
2014-08-30,3898307.0
2014-08-31,45063.0
2014-09-01,4252461.0
2014-09-02,4171391.0
2014-09-03,3962515.0
2014-09-04,4021624.0
2014-09-05,4149940.0
2014-09-06,4136154.0
2014-09-07,40769.0
2014-09-08,4204083.0
2014-09-09,3948060.0
2014-09-10,3936950.0
2014-09-11,4069787.0
2014-09-12,4251608.0
2014-09-13,4328266.0
2014-09-14,38678.0
2014-09-15,6566997.0
2014-09-16,5798158.0
2014-09-17,5279667.0
2014-09-18,5259702.0
2014-09-19,5402807.0
2014-09-20,4121086.0
2014-09-21,44730.0
2014-09-22,4422427.0
2014-09-23,4168962.0
2014-09-24,4045911.0
2014-09-25,4186428.0
2014-09-26,4462016.0
2014-09-27,4184385.0
2014-09-28,41597.0
2014-09-29,6578283.0
2014-09-30,6561423.0
2014-10-01,6061951.0
2014-10-02,6292485.0
2014-10-03,56330.0
2014-10-04,5081736.0
2014-10-05,45477.0
2014-10-06,4210706.0
2014-10-07,3775413.0
2014-10-08,3609286.0
2014-10-09,3496563.0
2014-10-10,3670416.0
2014-10-11,4336690.0
2014-10-12,38816.0
2014-10-13,2256219.0
2014-10-14,2183888.0
2014-10-15,2201965.0
2014-10-16,2214542.0
2014-10-17,2344847.0
2014-10-18,4193641.0
2014-10-19,58012.0
2014-10-20,3376755.0
2014-10-21,2845030.0
2014-10-22,2684705.0
2014-10-23,2802256.0
2014-10-24,2837551.0
2014-10-25,3593828.0
2014-10-26,35207.0
2014-10-27,2263872.0
2014-10-28,2146137.0
2014-10-29,2185989.0
2014-10-30,2641397.0
2014-10-31,3312151.0
2014-11-01,2701408.0
2014-11-02,24156.0
2014-11-03,6424442.0
2014-11-04,6248550.0
2014-11-05,5944918.0
2014-11-06,5710051.0
2014-11-07,5799197.0
2014-11-08,4672120.0
2014-11-09,29275.0
2014-11-10,6422842.0
2014-11-11,5786594.0
2014-11-12,5506197.0
2014-11-13,5490825.0
2014-11-14,5786734.0
2014-11-15,4642614.0
2014-11-16,30441.0
2014-11-17,4792462.0
2014-11-18,4489846.0
2014-11-19,4165015.0
2014-11-20,4677813.0
2014-11-21,4863266.0
2014-11-22,4577803.0
2014-11-23,23662.0
2014-11-24,6686059.0
2014-11-25,6226155.0
2014-11-26,6057370.0
2014-11-27,6238683.0
2014-11-28,6633040.0
2014-11-29,5558449.0
2014-11-30,7547.0
2014-12-01,6551708.0
2014-12-02,6511376.0
2014-12-03,6364523.0
2014-12-04,6494697.0
2014-12-05,6506301.0
2014-12-06,5075989.0
2014-12-07,31996.0
2014-12-08,5290913.0
2014-12-09,5150879.0
2014-12-10,4928710.0
2014-12-11,5002077.0
2014-12-12,5291805.0
2014-12-13,5266448.0
2014-12-14,23653.0
2014-12-15,5811055.0
2014-12-16,6421397.0
2014-12-17,6523493.0
2014-12-18,6528340.0
2014-12-19,6502317.0
2014-12-20,5793981.0
2014-12-21,45119.0
2014-12-22,0.0
2014-12-23,0.0
2014-12-24,0.0
2014-12-25,0.0
2014-12-26,0.0
2014-12-27,3840619.0
2014-12-28,40405.0
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-01,0.0
2015-01-02,0.0
2015-01-03,4680607.0
2015-01-04,34522.0
2015-01-05,1342836.0
2015-01-06,1483782.0
2015-01-07,6173237.0
2015-01-08,5810420.0
2015-01-09,6044942.0
2015-01-10,5409489.0
2015-01-11,40197.0
2015-01-12,7814294.0
2015-01-13,7116304.0
2015-01-14,6620443.0
2015-01-15,6533436.0
2015-01-16,7005242.0
2015-01-17,5605523.0
2015-01-18,40093.0
2015-01-19,5442570.0
2015-01-20,4940399.0
2015-01-21,5069753.0
2015-01-22,5120976.0
2015-01-23,5466913.0
2015-01-24,5025849.0
2015-01-25,42548.0
2015-01-26,7671361.0
2015-01-27,6887195.0
2015-01-28,6688916.0
2015-01-29,6781134.0
2015-01-30,7628135.0
2015-01-31,6156817.0
2015-02-01,28082.0
2015-02-02,6329975.0
2015-02-03,6059930.0
2015-02-04,5756090.0
2015-02-05,5637987.0
2015-02-06,5989725.0
2015-02-07,5635228.0
2015-02-08,30357.0
2015-02-09,4943218.0
2015-02-10,4834510.0
2015-02-11,4891651.0
2015-02-12,4677361.0
2015-02-13,5448682.0
2015-02-14,5670016.0
2015-02-15,24342.0
2015-02-16,5354934.0
2015-02-17,5493129.0
2015-02-18,5262591.0
2015-02-19,5183416.0
2015-02-20,5285581.0
2015-02-21,5444610.0
2015-02-22,35725.0
2015-02-23,5113152.0
2015-02-24,5129458.0
2015-02-25,5188559.0
2015-02-26,5518418.0
2015-02-27,6516392.0
2015-02-28,6161924.0
2015-03-01,32324.0
2015-03-02,7884192.0
2015-03-03,7283762.0
2015-03-04,6870781.0
2015-03-05,6688798.0
2015-03-06,6897214.0
2015-03-07,5574384.0
2015-03-08,24746.0
2015-03-09,5544297.0
2015-03-10,5176066.0
2015-03-11,5243186.0
2015-03-12,5315605.0
2015-03-13,5747865.0
2015-03-14,5647779.0
2015-03-15,40505.0
2015-03-16,8111146.0
2015-03-17,7132917.0
2015-03-18,6650316.0
2015-03-19,6718335.0
2015-03-20,6934328.0
2015-03-21,5490499.0
2015-03-22,41250.0
2015-03-23,5745140.0
2015-03-24,5289575.0
2015-03-25,5070956.0
2015-03-26,5180005.0
2015-03-27,5726765.0
2015-03-28,5666085.0
2015-03-29,62762.0
2015-03-30,1681382.0
2015-03-31,1690431.0
2015-04-01,1016392.0
2015-04-02,185738.0
2015-04-03,0.0
2015-04-04,5974642.0
2015-04-05,48191.0
2015-04-06,0.0
2015-04-07,403588.0
2015-04-08,375987.0
2015-04-09,374936.0
2015-04-10,385517.0
2015-04-11,5568307.0
2015-04-12,41558.0
2015-04-13,7399291.0
2015-04-14,6795932.0
2015-04-15,6081476.0
2015-04-16,6355931.0
2015-04-17,6603711.0
2015-04-18,5601070.0
2015-04-19,32028.0
2015-04-20,5498681.0
2015-04-21,5106943.0
2015-04-22,5248467.0
2015-04-23,5248810.0
2015-04-24,5418719.0
2015-04-25,5431376.0
2015-04-26,46759.0
2015-04-27,8131574.0
2015-04-28,7531546.0
2015-04-29,7707384.0
2015-04-30,8066607.0
2015-05-01,30879.0
2015-05-02,6700474.0
2015-05-03,46034.0
2015-05-04,8080761.0
2015-05-05,7281783.0
2015-05-06,7138066.0
2015-05-07,7114934.0
2015-05-08,7165694.0
2015-05-09,6031204.0
2015-05-10,33873.0
2015-05-11,5447076.0
2015-05-12,5484829.0
2015-05-13,6571860.0
2015-05-14,34547.0
2015-05-15,4493372.0
2015-05-16,5532989.0
2015-05-17,43508.0
2015-05-18,7619715.0
2015-05-19,7052136.0
2015-05-20,6693313.0
2015-05-21,6583457.0
2015-05-22,6683167.0
2015-05-23,5720888.0
2015-05-24,48172.0
2015-05-25,38367.0
2015-05-26,2440601.0
2015-05-27,4449636.0
2015-05-28,4554537.0
2015-05-29,5422605.0
2015-05-30,6276096.0
2015-05-31,42653.0
2015-06-01,6080050.0
2015-06-02,6047399.0
2015-06-03,5931083.0
2015-06-04,2465228.0
2015-06-05,5751140.0
2015-06-06,5553983.0
2015-06-07,37580.0
2015-06-08,6167288.0
2015-06-09,5783622.0
2015-06-10,5531527.0
2015-06-11,5543193.0
2015-06-12,5593999.0
2015-06-13,5598035.0
2015-06-14,41317.0
2015-06-15,8117748.0
2015-06-16,7678646.0
2015-06-17,7107315.0
2015-06-18,6868000.0
2015-06-19,7038234.0
2015-06-20,5484628.0
2015-06-21,44832.0
2015-06-22,5490926.0
2015-06-23,5359659.0
2015-06-24,5298834.0
2015-06-25,5296123.0
2015-06-26,5675746.0
2015-06-27,5590144.0
2015-06-28,46837.0
2015-06-29,6023832.0
2015-06-30,5885290.0
2015-07-01,5229075.0
2015-07-02,5013711.0
2015-07-03,5139442.0
2015-07-04,5177833.0
2015-07-05,43986.0
2015-07-06,4461011.0
2015-07-07,3852666.0
2015-07-08,4264142.0
2015-07-09,4235588.0
2015-07-10,4350358.0
2015-07-11,5323310.0
2015-07-12,51087.0
2015-07-13,4765617.0
2015-07-14,4407014.0
2015-07-15,4215641.0
2015-07-16,3316821.0
2015-07-17,3344207.0
2015-07-18,5499920.0
2015-07-19,52532.0
2015-07-20,2424792.0
2015-07-21,2104734.0
2015-07-22,2052549.0
2015-07-23,2205793.0
2015-07-24,2152269.0
2015-07-25,5044103.0
2015-07-26,43577.0
2015-07-27,1958067.0
2015-07-28,1816835.0
2015-07-29,1764366.0
2015-07-30,1234102.0
2015-07-31,1314879.0
